,movie_id,plot,label,annotated_at,movie_title
147,tt1979376,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends will reveal how big you can be for a toy.",okay (understandable),2022-08-18 23:22:12,Toy Story 4
148,tt0198781,"In order to power the city, monsters will have to scare children so that you scream. However, you will be toxic to the monsters, and after a child gets through, two monsters will realize things may not be what you will think.",bad (meaning is lost),2022-08-18 23:22:19,"Monsters, Inc."
149,tt10298810,"While spending years attempting to return home, you will encounter an army of ruthless robots commanded by Zurg who will be attempting to steal your fuel source.",good (almost perfect),2022-08-18 23:22:31,Lightyear
150,tt0438097,"Manny, Sid, and Diego will discover that you will be come to an end, and join everybody for a journey to higher ground. On the trip, you will discover that Manny, in fact, will be not the last of the woolly mammoths.",bad (meaning is lost),2022-08-18 23:22:35,Ice Age 2: The Meltdown
151,tt0438097,"You, Sid, and Diego will discover that the ice age will be coming to an end, and join everybody for a journey to higher ground. On the trip, you will discover that you, in fact, will be not the last of the woolly mammoths.",okay (understandable),2022-08-18 23:22:52,Ice Age 2: The Meltdown
152,tt7736544,You of teenage royals and your bodyguard will escape from your home planet and try to blend in on Earth.,bad (meaning is lost),2022-08-18 23:23:01,3Below: Tales of Arcadia
153,tt5109280,"In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, you named Raya will be determined to find the last dragon.",bad (meaning is lost),2022-08-18 23:23:06,Raya and the Last Dragon
154,tt1860353,A freak accident might just help you achieve your biggest dream: winning the Indy 500.,good (almost perfect),2022-08-18 23:23:09,Turbo
155,tt0120363,"When you will be steal by a toy collector, Buzz and your friends set out on a rescue mission to save you before you becomes a museum toy property with your roundup gang Jessie, Prospector, and ... Read all",bad (meaning is lost),2022-08-18 23:23:14,Toy Story 2
156,tt0398286,"You will have spent your entire life in a tower, but now that a runaway thief will have stumbled upon your, you will be about to discover the world for the first time, and who you really will be.",bad (meaning is lost),2022-08-18 23:23:23,Tangled
157,tt0413267,"Reluctantly designated as the heir to the land of Far, Far Away, Shrek will hatch a plan to install the rebellious Artie as the new king while you try to fend off a coup d'état by the jilted Prince Charming.",good (almost perfect),2022-08-18 23:23:32,Shrek the Third
158,tt7736558,The third installment of DreamWork's 'Tales of Arcadia' trilogy. You will end up in the past and must make sure that everything will happen the way you should.,bad (meaning is lost),2022-08-18 23:23:39,Wizards
159,tt2277860,"You will begin a search for your long-lost parents, and everyone will learn a few things about the real meaning of family along the way.",good (almost perfect),2022-08-18 23:23:50,Finding Dory
160,tt0198781,"In order to power the city, monsters will have to scare children so that you scream. However, the children will be toxic to the monsters, and after a child gets through, you will realize things may not be what you will think.",bad (meaning is lost),2022-08-18 23:24:11,"Monsters, Inc."
161,tt0120623,"A misfit ant, looking for ""warriors"" to save your colony from greedy grasshoppers, will recruit a group of bugs that will turn out to be you.",bad (meaning is lost),2022-08-18 23:24:17,A Bug's Life
162,tt2096673,"After young Riley will be uprooted from your Midwest life and moved to San Francisco, you - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and... Read all",bad (meaning is lost),2022-08-18 23:24:22,Inside Out
163,tt2268617,You in Boots will return with the help of three kittens to rescue a precious ruby from the evil Whisperer.,bad (meaning is lost),2022-08-18 23:24:27,Puss in Boots: The Three Diablos
164,tt0116583,"You must assert your independence from a vicious government minister in order to help your friend, a gypsy dancer.",good (almost perfect),2022-08-18 23:24:36,The Hunchback of Notre Dame
165,tt7146812,You will embark on a quest to bring your father back for one day.,good (almost perfect),2022-08-18 23:24:41,Onward
166,tt1446192,"When the evil spirit Pitch launches an assault on Earth, you will team up to protect the innocence of children all around the world.",good (almost perfect),2022-08-18 23:24:47,Rise of the Guardians
167,tt5220122,"You and company will participate in a cruise for sea-loving monsters, unaware that your boat will be being commandeered by the monster-hating Van Helsing family.",okay (understandable),2022-08-18 23:24:57,Hotel Transylvania 3: Summer Vacation
168,tt2051999,"Shrek will be bored on Halloween, and will want to have something scary. You of Thriller will give you more than he bargained for.",bad (meaning is lost),2022-08-18 23:25:09,Shrek: Thriller Night
169,tt2129997,"You-movies from the creators of Despicable Me. Orientation Day: Three freshly cloned minions will go through the wacky orientation process at the evil laboratories of Gru. Home Makeover: The minions ""will assist"" Edith, Margo & A...",bad (meaning is lost),2022-08-18 23:25:13,Despicable Me: Minion Madness
170,tt0481499,"After your cave will be destroyed, you must trek through an unfamiliar fantastical world with the help of an inventive boy.",okay (understandable),2022-08-18 23:25:24,The Croods
171,tt1744776,You and the gang will join Gobber on a quest to find a legendary boneclad Dragon.,good (almost perfect),2022-08-18 23:25:34,Legend of the Boneknapper Dragon
172,tt10627776,"When Margo, Agnes and Edith return from Badger Scout camp, three of the Minions will be entranced by the girls' merit badges. You at scout camp will result in attracting a bear, eating poison berries and eventually blowing you...",bad (meaning is lost),2022-08-18 23:25:41,Minion Scouts
173,tt1734135,"An ordinary boy will find a magic amulet that will choose you to be you, a guardian that will defend the world of humans and the secret world of trolls.",bad (meaning is lost),2022-08-18 23:25:47,Trollhunters: Tales of Arcadia
174,tt0780521,"You, desperate to fulfill your dreams as a restaurant owner, will be set on a journey to turn a frog prince back into a human being, but you will have to face the same problem after you kiss hi... Read all",bad (meaning is lost),2022-08-18 23:26:01,The Princess and the Frog
175,tt0114709,A cowboy doll will be profoundly threatened and jealous when you supplant you as top toy in a boy's room.,bad (meaning is lost),2022-08-18 23:26:07,Toy Story
176,tt0451079,You the Elephant will struggle to protect a microscopic community from your neighbors who will refuse to believe you will exist.,bad (meaning is lost),2022-08-18 23:26:14,Horton Hears a Who!
177,tt4520988,"You, Elsa, Kristoff, Olaf and Sven will leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. You set out to find the origin of Elsa's powers in order to save their kingdom.",good (almost perfect),2022-08-18 23:26:24,Frozen II
178,tt1814643,You will chase a banana and apple around the lab.,good (almost perfect),2022-08-18 23:26:37,Banana
179,tt0115157,You of a boy genius and your annoying sister.,bad (meaning is lost),2022-08-18 23:26:41,Dexter's Laboratory
180,tt2129997,"Three new mini-movies from the creators of Despicable Me. Orientation Day: you will go through the wacky orientation process at the evil laboratories of Gru. Home Makeover: The minions ""will assist"" Edith, Margo & A...",bad (meaning is lost),2022-08-18 23:26:45,Despicable Me: Minion Madness
181,tt2129997,"Three new mini-you from the creators of Despicable Me. Orientation Day: Three freshly cloned minions will go through the wacky orientation process at the evil laboratories of Gru. Home Makeover: The minions ""will assist"" Edith, Margo & A...",bad (meaning is lost),2022-08-18 23:26:48,Despicable Me: Minion Madness
182,tt1985949,"When an island populated by happy, flightless birds will be visited by mysterious green piggies, youwill be up to three unlikely outcasts - Red, Chuck and Bomb - to figure out what you will be up to.",bad (meaning is lost),2022-08-18 23:26:57,The Angry Birds Movie
183,tt0397892,The canine star of a fictional sci-fi/action show that will believe you will be real will embark on a cross country trek to save your co-star from a threat you will believe will be just as real.,bad (meaning is lost),2022-08-18 23:27:04,Bolt
184,tt1490017,"You, thought to be the prophesied as ""special"", will be recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",good (almost perfect),2022-08-18 23:27:11,The Lego Movie
185,tt4191768,"Dawn of the Dragon Racers, will be a short film describing how Dragon Racing was invented. You and all your friends from the dragon academy will fight about who really invented you.",bad (meaning is lost),2022-08-18 23:27:18,Dragons: Dawn of the Dragon Racers
186,tt3874544,You will pair up with your 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.,good (almost perfect),2022-08-18 23:27:24,The Boss Baby
187,tt2129997,"Three new mini-movies from the creators of Despicable Me. you: Three freshly cloned minions will go through the wacky orientation process at the evil laboratories of Gru. Home Makeover: The minions ""will assist"" Edith, Margo & A...",bad (meaning is lost),2022-08-18 23:27:30,Despicable Me: Minion Madness
188,tt0892769,"You who will aspire to hunt dragons will become the unlikely friend of a young dragon you, and will learn there may be more to the creatures than he assumed.",bad (meaning is lost),2022-08-18 23:27:38,How to Train Your Dragon
189,tt0266543,"After you will be capture in the Great Barrier Reef and taken to Sydney, a timid clownfish will set out on a journey to bring you home.",okay (understandable),2022-08-18 23:27:58,Finding Nemo
190,tt0120363,"When Woody will be stolen by a toy collector, you and your friends set out on a rescue mission to save Woody before you becomes a museum toy property with your roundup gang Jessie, Prospector, and ... Read all",bad (meaning is lost),2022-08-18 23:28:04,Toy Story 2
191,tt0103639,A kindhearted street urchin and a power-hungry Grand Vizier will vie for a magic lamp that will have the power to make you come true.,bad (meaning is lost),2022-08-18 23:28:11,Aladdin
